cod_divipola,municipio,departamento,anio,semana_epidemiologica,evento_estandar,casos,poblacion,tasa_x_100k,so2_flux_ton_dia
52480,Nariño,Nariño,2021,13,IRA,6,22000,27.27,653.3
52480,Nariño,Nariño,2021,13,EDA,1,22000,4.55,837.1
52001,Pasto,Nariño,2021,14,IRA,213,450000,47.33,684.2
52001,Pasto,Nariño,2021,14,EDA,17,450000,3.78,465.1
52683,Sandoná,Nariño,2021,14,IRA,19,30000,63.33,761.6
52683,Sandoná,Nariño,2021,14,EDA,1,30000,3.33,798.0
52207,Consacá,Nariño,2021,14,IRA,8,14000,57.14,294.6
52207,Consacá,Nariño,2021,14,EDA,1,14000,7.14,706.2
52299,La Florida,Nariño,2021,14,IRA,7,18000,38.89,733.5
52299,La Florida,Nariño,2021,14,EDA,0,18000,0.0,876.7
52885,Yacuanquer,Nariño,2021,14,IRA,7,13000,53.85,704.3
52885,Yacuanquer,Nariño,2021,14,EDA,0,13000,0.0,940.6
52480,Nariño,Nariño,2021,14,IRA,9,22000,40.91,900.4
52480,Nariño,Nariño,2021,14,EDA,0,22000,0.0,331.1
52001,Pasto,Nariño,2021,15,IRA,143,450000,31.78,353.6
52001,Pasto,Nariño,2021,15,EDA,21,450000,4.67,740.4
52683,Sandoná,Nariño,2021,15,IRA,11,30000,36.67,904.9
52683,Sandoná,Nariño,2021,15,EDA,2,30000,6.67,837.4
52207,Consacá,Nariño,2021,15,IRA,4,14000,28.57,687.7
52207,Consacá,Nariño,2021,15,EDA,0,14000,0.0,325.6
52299,La Florida,Nariño,2021,15,IRA,6,18000,33.33,615.5
52299,La Florida,Nariño,2021,15,EDA,1,18000,5.56,356.5
52885,Yacuanquer,Nariño,2021,15,IRA,7,13000,53.85,346.2
52885,Yacuanquer,Nariño,2021,15,EDA,0,13000,0.0,748.4
52480,Nariño,Nariño,2021,15,IRA,10,22000,45.45,835.0
52480,Nariño,Nariño,2021,15,EDA,1,22000,4.55,822.7
52001,Pasto,Nariño,2021,16,IRA,119,450000,26.44,263.4
52001,Pasto,Nariño,2021,16,EDA,27,450000,6.0,632.8
52683,Sandoná,Nariño,2021,16,IRA,14,30000,46.67,765.1
52683,Sandoná,Nariño,2021,16,EDA,1,30000,3.33,676.1
52207,Consacá,Nariño,2021,16,IRA,5,14000,35.71,667.9
52207,Consacá,Nariño,2021,16,EDA,0,14000,0.0,897.0
52299,La Florida,Nariño,2021,16,IRA,7,18000,38.89,791.3
52299,La Florida,Nariño,2021,16,EDA,1,18000,5.56,438.6
52885,Yacuanquer,Nariño,2021,16,IRA,3,13000,23.08,273.4
52885,Yacuanquer,Nariño,2021,16,EDA,0,13000,0.0,568.5
52480,Nariño,Nariño,2021,16,IRA,7,22000,31.82,653.6
52480,Nariño,Nariño,2021,16,EDA,1,22000,4.55,731.3
52001,Pasto,Nariño,2021,17,IRA,218,450000,48.44,811.6
52001,Pasto,Nariño,2021,17,EDA,33,450000,7.33,315.4
52683,Sandoná,Nariño,2021,17,IRA,10,30000,33.33,608.3
52683,Sandoná,Nariño,2021,17,EDA,1,30000,3.33,543.6
52207,Consacá,Nariño,2021,17,IRA,4,14000,28.57,395.0
52207,Consacá,Nariño,2021,17,EDA,0,14000,0.0,423.8
52299,La Florida,Nariño,2021,17,IRA,6,18000,33.33,644.8
52299,La Florida,Nariño,2021,17,EDA,0,18000,0.0,814.6
52885,Yacuanquer,Nariño,2021,17,IRA,3,13000,23.08,449.1
52885,Yacuanquer,Nariño,2021,17,EDA,0,13000,0.0,439.1
52480,Nariño,Nariño,2021,17,IRA,10,22000,45.45,565.2
52480,Nariño,Nariño,2021,17,EDA,1,22000,4.55,565.5
52001,Pasto,Nariño,2021,18,IRA,147,450000,32.67,236.4
52001,Pasto,Nariño,2021,18,EDA,32,450000,7.11,556.2
52683,Sandoná,Nariño,2021,18,IRA,15,30000,50.0,363.7
52683,Sandoná,Nariño,2021,18,EDA,1,30000,3.33,254.6
52207,Consacá,Nariño,2021,18,IRA,5,14000,35.71,806.1
52207,Consacá,Nariño,2021,18,EDA,0,14000,0.0,533.1
52299,La Florida,Nariño,2021,18,IRA,7,18000,38.89,782.8
52299,La Florida,Nariño,2021,18,EDA,0,18000,0.0,806.2
52885,Yacuanquer,Nariño,2021,18,IRA,5,13000,38.46,727.6
52885,Yacuanquer,Nariño,2021,18,EDA,0,13000,0.0,486.7
52480,Nariño,Nariño,2021,18,IRA,9,22000,40.91,350.1
52480,Nariño,Nariño,2021,18,EDA,1,22000,4.55,269.8
52001,Pasto,Nariño,2021,19,IRA,165,450000,36.67,709.1
52001,Pasto,Nariño,2021,19,EDA,20,450000,4.44,854.3
52683,Sandoná,Nariño,2021,19,IRA,12,30000,40.0,292.1
52683,Sandoná,Nariño,2021,19,EDA,2,30000,6.67,469.8
52207,Consacá,Nariño,2021,19,IRA,6,14000,42.86,434.4
52207,Consacá,Nariño,2021,19,EDA,1,14000,7.14,703.0
52299,La Florida,Nariño,2021,19,IRA,4,18000,22.22,544.2
52299,La Florida,Nariño,2021,19,EDA,1,18000,5.56,244.6
52885,Yacuanquer,Nariño,2021,19,IRA,3,13000,23.08,430.5
52885,Yacuanquer,Nariño,2021,19,EDA,0,13000,0.0,510.5
52480,Nariño,Nariño,2021,19,IRA,8,22000,36.36,548.3
52480,Nariño,Nariño,2021,19,EDA,1,22000,4.55,611.4
52001,Pasto,Nariño,2021,20,IRA,112,450000,24.89,831.9
52001,Pasto,Nariño,2021,20,EDA,31,450000,6.89,397.5
52683,Sandoná,Nariño,2021,20,IRA,8,30000,26.67,729.9
52683,Sandoná,Nariño,2021,20,EDA,1,30000,3.33,654.8
52207,Consacá,Nariño,2021,20,IRA,4,14000,28.57,722.1
52207,Consacá,Nariño,2021,20,EDA,0,14000,0.0,632.9
52299,La Florida,Nariño,2021,20,IRA,8,18000,44.44,576.2
52299,La Florida,Nariño,2021,20,EDA,1,18000,5.56,665.2
52885,Yacuanquer,Nariño,2021,20,IRA,5,13000,38.46,226.2
52885,Yacuanquer,Nariño,2021,20,EDA,0,13000,0.0,817.1
52480,Nariño,Nariño,2021,20,IRA,9,22000,40.91,697.2
52480,Nariño,Nariño,2021,20,EDA,1,22000,4.55,662.8
52001,Pasto,Nariño,2021,21,IRA,152,450000,33.78,307.6
52001,Pasto,Nariño,2021,21,EDA,31,450000,6.89,581.8
52683,Sandoná,Nariño,2021,21,IRA,12,30000,40.0,293.7
52683,Sandoná,Nariño,2021,21,EDA,2,30000,6.67,222.8
52207,Consacá,Nariño,2021,21,IRA,6,14000,42.86,270.6
52207,Consacá,Nariño,2021,21,EDA,0,14000,0.0,395.0
52299,La Florida,Nariño,2021,21,IRA,4,18000,22.22,625.0
52299,La Florida,Nariño,2021,21,EDA,1,18000,5.56,676.6
52885,Yacuanquer,Nariño,2021,21,IRA,5,13000,38.46,736.3
52885,Yacuanquer,Nariño,2021,21,EDA,0,13000,0.0,241.5
52480,Nariño,Nariño,2021,21,IRA,4,22000,18.18,330.1
52480,Nariño,Nariño,2021,21,EDA,1,22000,4.55,607.8
52001,Pasto,Nariño,2021,22,IRA,134,450000,29.78,383.4
52001,Pasto,Nariño,2021,22,EDA,22,450000,4.89,737.9
52683,Sandoná,Nariño,2021,22,IRA,7,30000,23.33,407.4
52683,Sandoná,Nariño,2021,22,EDA,2,30000,6.67,624.6
52207,Consacá,Nariño,2021,22,IRA,4,14000,28.57,608.3
52207,Consacá,Nariño,2021,22,EDA,1,14000,7.14,311.4
52299,La Florida,Nariño,2021,22,IRA,4,18000,22.22,528.2
52299,La Florida,Nariño,2021,22,EDA,0,18000,0.0,773.9
52885,Yacuanquer,Nariño,2021,22,IRA,3,13000,23.08,368.7
52885,Yacuanquer,Nariño,2021,22,EDA,0,13000,0.0,615.2
52480,Nariño,Nariño,2021,22,IRA,5,22000,22.73,404.2
52480,Nariño,Nariño,2021,22,EDA,2,22000,9.09,668.8
52001,Pasto,Nariño,2021,23,IRA,98,450000,21.78,261.6
52001,Pasto,Nariño,2021,23,EDA,37,450000,8.22,409.7
52683,Sandoná,Nariño,2021,23,IRA,11,30000,36.67,661.7
52683,Sandoná,Nariño,2021,23,EDA,3,30000,10.0,653.8
52207,Consacá,Nariño,2021,23,IRA,3,14000,21.43,356.8
52207,Consacá,Nariño,2021,23,EDA,1,14000,7.14,390.5
52299,La Florida,Nariño,2021,23,IRA,4,18000,22.22,338.9
52299,La Florida,Nariño,2021,23,EDA,1,18000,5.56,307.6
52885,Yacuanquer,Nariño,2021,23,IRA,3,13000,23.08,727.6
52885,Yacuanquer,Nariño,2021,23,EDA,1,13000,7.69,270.4
52480,Nariño,Nariño,2021,23,IRA,6,22000,27.27,528.7
52480,Nariño,Nariño,2021,23,EDA,1,22000,4.55,576.4
52001,Pasto,Nariño,2021,24,IRA,111,450000,24.67,540.9
52001,Pasto,Nariño,2021,24,EDA,23,450000,5.11,415.8
52683,Sandoná,Nariño,2021,24,IRA,8,30000,26.67,241.6
52683,Sandoná,Nariño,2021,24,EDA,2,30000,6.67,188.5
52207,Consacá,Nariño,2021,24,IRA,3,14000,21.43,703.1
52207,Consacá,Nariño,2021,24,EDA,1,14000,7.14,706.4
52299,La Florida,Nariño,2021,24,IRA,5,18000,27.78,451.5
52299,La Florida,Nariño,2021,24,EDA,1,18000,5.56,722.5
52885,Yacuanquer,Nariño,2021,24,IRA,2,13000,15.38,545.3
52885,Yacuanquer,Nariño,2021,24,EDA,1,13000,7.69,235.5
52480,Nariño,Nariño,2021,24,IRA,5,22000,22.73,483.7
52480,Nariño,Nariño,2021,24,EDA,2,22000,9.09,707.3
52001,Pasto,Nariño,2021,25,IRA,129,450000,28.67,274.4
52001,Pasto,Nariño,2021,25,EDA,51,450000,11.33,274.8
52683,Sandoná,Nariño,2021,25,IRA,8,30000,26.67,718.0
52683,Sandoná,Nariño,2021,25,EDA,2,30000,6.67,447.2
52207,Consacá,Nariño,2021,25,IRA,4,14000,28.57,699.1
52207,Consacá,Nariño,2021,25,EDA,1,14000,7.14,653.1
52299,La Florida,Nariño,2021,25,IRA,2,18000,11.11,486.4
52299,La Florida,Nariño,2021,25,EDA,1,18000,5.56,710.4
52885,Yacuanquer,Nariño,2021,25,IRA,2,13000,15.38,713.7
52885,Yacuanquer,Nariño,2021,25,EDA,1,13000,7.69,446.4
52480,Nariño,Nariño,2021,25,IRA,6,22000,27.27,639.2
52480,Nariño,Nariño,2021,25,EDA,1,22000,4.55,284.0
52001,Pasto,Nariño,2021,26,IRA,59,450000,13.11,259.3
52001,Pasto,Nariño,2021,26,EDA,41,450000,9.11,308.9
52683,Sandoná,Nariño,2021,26,IRA,4,30000,13.33,559.6
52683,Sandoná,Nariño,2021,26,EDA,3,30000,10.0,471.3
52207,Consacá,Nariño,2021,26,IRA,3,14000,21.43,266.1
52207,Consacá,Nariño,2021,26,EDA,1,14000,7.14,643.6
52299,La Florida,Nariño,2021,26,IRA,4,18000,22.22,443.9
52299,La Florida,Nariño,2021,26,EDA,1,18000,5.56,524.4
52885,Yacuanquer,Nariño,2021,26,IRA,1,13000,7.69,247.9
52885,Yacuanquer,Nariño,2021,26,EDA,1,13000,7.69,304.1
52480,Nariño,Nariño,2021,26,IRA,3,22000,13.64,297.5
52480,Nariño,Nariño,2021,26,EDA,2,22000,9.09,673.4
52001,Pasto,Nariño,2021,27,IRA,63,450000,14.0,535.7
52001,Pasto,Nariño,2021,27,EDA,28,450000,6.22,500.6
52683,Sandoná,Nariño,2021,27,IRA,5,30000,16.67,200.6
52683,Sandoná,Nariño,2021,27,EDA,2,30000,6.67,324.7
52207,Consacá,Nariño,2021,27,IRA,2,14000,14.29,423.9
52207,Consacá,Nariño,2021,27,EDA,1,14000,7.14,525.9
52299,La Florida,Nariño,2021,27,IRA,2,18000,11.11,228.6
52299,La Florida,Nariño,2021,27,EDA,2,18000,11.11,318.7
52885,Yacuanquer,Nariño,2021,27,IRA,2,13000,15.38,280.2
52885,Yacuanquer,Nariño,2021,27,EDA,0,13000,0.0,246.8
52480,Nariño,Nariño,2021,27,IRA,4,22000,18.18,476.3
52480,Nariño,Nariño,2021,27,EDA,2,22000,9.09,447.6
52001,Pasto,Nariño,2021,28,IRA,63,450000,14.0,428.7
52001,Pasto,Nariño,2021,28,EDA,58,450000,12.89,271.6
52683,Sandoná,Nariño,2021,28,IRA,3,30000,10.0,535.6
52683,Sandoná,Nariño,2021,28,EDA,4,30000,13.33,204.4
52207,Consacá,Nariño,2021,28,IRA,1,14000,7.14,510.5
52207,Consacá,Nariño,2021,28,EDA,1,14000,7.14,441.8
52299,La Florida,Nariño,2021,28,IRA,1,18000,5.56,433.7
52299,La Florida,Nariño,2021,28,EDA,2,18000,11.11,446.0
52885,Yacuanquer,Nariño,2021,28,IRA,1,13000,7.69,325.6
52885,Yacuanquer,Nariño,2021,28,EDA,1,13000,7.69,221.3
52480,Nariño,Nariño,2021,28,IRA,2,22000,9.09,451.1
52480,Nariño,Nariño,2021,28,EDA,1,22000,4.55,415.3
52001,Pasto,Nariño,2021,29,IRA,70,450000,15.56,376.4
52001,Pasto,Nariño,2021,29,EDA,56,450000,12.44,378.0
52683,Sandoná,Nariño,2021,29,IRA,2,30000,6.67,380.7
52683,Sandoná,Nariño,2021,29,EDA,4,30000,13.33,505.5
52207,Consacá,Nariño,2021,29,IRA,1,14000,7.14,550.1
52207,Consacá,Nariño,2021,29,EDA,2,14000,14.29,436.1
52299,La Florida,Nariño,2021,29,IRA,1,18000,5.56,324.3
52299,La Florida,Nariño,2021,29,EDA,1,18000,5.56,635.1
52885,Yacuanquer,Nariño,2021,29,IRA,2,13000,15.38,192.5
52885,Yacuanquer,Nariño,2021,29,EDA,2,13000,15.38,174.6
52480,Nariño,Nariño,2021,29,IRA,2,22000,9.09,527.3
52480,Nariño,Nariño,2021,29,EDA,3,22000,13.64,627.5
52001,Pasto,Nariño,2021,30,IRA,53,450000,11.78,351.0
52001,Pasto,Nariño,2021,30,EDA,83,450000,18.44,333.4
52683,Sandoná,Nariño,2021,30,IRA,4,30000,13.33,577.6
52683,Sandoná,Nariño,2021,30,EDA,3,30000,10.0,473.2
52207,Consacá,Nariño,2021,30,IRA,1,14000,7.14,406.4
52207,Consacá,Nariño,2021,30,EDA,2,14000,14.29,317.2
52299,La Florida,Nariño,2021,30,IRA,1,18000,5.56,405.5
52299,La Florida,Nariño,2021,30,EDA,2,18000,11.11,494.3
52885,Yacuanquer,Nariño,2021,30,IRA,1,13000,7.69,156.9
52885,Yacuanquer,Nariño,2021,30,EDA,1,13000,7.69,294.2
52480,Nariño,Nariño,2021,30,IRA,2,22000,9.09,408.8
52480,Nariño,Nariño,2021,30,EDA,3,22000,13.64,538.7
52001,Pasto,Nariño,2021,31,IRA,32,450000,7.11,308.8
52001,Pasto,Nariño,2021,31,EDA,52,450000,11.56,577.5
52683,Sandoná,Nariño,2021,31,IRA,3,30000,10.0,202.8
52683,Sandoná,Nariño,2021,31,EDA,5,30000,16.67,342.0
52207,Consacá,Nariño,2021,31,IRA,1,14000,7.14,553.1
52207,Consacá,Nariño,2021,31,EDA,1,14000,7.14,245.1
52299,La Florida,Nariño,2021,31,IRA,1,18000,5.56,166.7
52299,La Florida,Nariño,2021,31,EDA,2,18000,11.11,471.1
52885,Yacuanquer,Nariño,2021,31,IRA,0,13000,0.0,488.0
52885,Yacuanquer,Nariño,2021,31,EDA,1,13000,7.69,258.0
52480,Nariño,Nariño,2021,31,IRA,1,22000,4.55,544.0
52480,Nariño,Nariño,2021,31,EDA,2,22000,9.09,380.5
52001,Pasto,Nariño,2021,32,IRA,29,450000,6.44,510.9
52001,Pasto,Nariño,2021,32,EDA,81,450000,18.0,290.0
52683,Sandoná,Nariño,2021,32,IRA,2,30000,6.67,447.2
52683,Sandoná,Nariño,2021,32,EDA,3,30000,10.0,282.4
52207,Consacá,Nariño,2021,32,IRA,0,14000,0.0,441.7
52207,Consacá,Nariño,2021,32,EDA,1,14000,7.14,281.8
52299,La Florida,Nariño,2021,32,IRA,0,18000,0.0,569.9
52299,La Florida,Nariño,2021,32,EDA,3,18000,16.67,553.5
52885,Yacuanquer,Nariño,2021,32,IRA,1,13000,7.69,338.1
52885,Yacuanquer,Nariño,2021,32,EDA,1,13000,7.69,580.5
52480,Nariño,Nariño,2021,32,IRA,2,22000,9.09,446.7
52480,Nariño,Nariño,2021,32,EDA,4,22000,18.18,289.9
52001,Pasto,Nariño,2021,33,IRA,28,450000,6.22,210.5
52001,Pasto,Nariño,2021,33,EDA,65,450000,14.44,474.6
52683,Sandoná,Nariño,2021,33,IRA,1,30000,3.33,516.0
52683,Sandoná,Nariño,2021,33,EDA,4,30000,13.33,454.2
52207,Consacá,Nariño,2021,33,IRA,1,14000,7.14,544.6
52207,Consacá,Nariño,2021,33,EDA,2,14000,14.29,567.7
52299,La Florida,Nariño,2021,33,IRA,1,18000,5.56,203.9
52299,La Florida,Nariño,2021,33,EDA,2,18000,11.11,234.2
52885,Yacuanquer,Nariño,2021,33,IRA,0,13000,0.0,547.8
52885,Yacuanquer,Nariño,2021,33,EDA,2,13000,15.38,185.8
52480,Nariño,Nariño,2021,33,IRA,1,22000,4.55,228.5
52480,Nariño,Nariño,2021,33,EDA,2,22000,9.09,439.4
52001,Pasto,Nariño,2021,34,IRA,28,450000,6.22,518.6
52001,Pasto,Nariño,2021,34,EDA,57,450000,12.67,470.5
52683,Sandoná,Nariño,2021,34,IRA,2,30000,6.67,383.3
52683,Sandoná,Nariño,2021,34,EDA,5,30000,16.67,516.8
52207,Consacá,Nariño,2021,34,IRA,0,14000,0.0,554.4
52207,Consacá,Nariño,2021,34,EDA,1,14000,7.14,545.9
52299,La Florida,Nariño,2021,34,IRA,1,18000,5.56,193.6
52299,La Florida,Nariño,2021,34,EDA,4,18000,22.22,349.0
52885,Yacuanquer,Nariño,2021,34,IRA,0,13000,0.0,402.9
52885,Yacuanquer,Nariño,2021,34,EDA,1,13000,7.69,536.4
52480,Nariño,Nariño,2021,34,IRA,1,22000,4.55,476.4
52480,Nariño,Nariño,2021,34,EDA,3,22000,13.64,372.5
52001,Pasto,Nariño,2021,35,IRA,21,450000,4.67,252.7
52001,Pasto,Nariño,2021,35,EDA,81,450000,18.0,352.8
52683,Sandoná,Nariño,2021,35,IRA,1,30000,3.33,558.3
52683,Sandoná,Nariño,2021,35,EDA,5,30000,16.67,498.2
52207,Consacá,Nariño,2021,35,IRA,1,14000,7.14,299.0
52207,Consacá,Nariño,2021,35,EDA,2,14000,14.29,380.5
52299,La Florida,Nariño,2021,35,IRA,0,18000,0.0,203.5
52299,La Florida,Nariño,2021,35,EDA,2,18000,11.11,538.6
52885,Yacuanquer,Nariño,2021,35,IRA,0,13000,0.0,318.9
52885,Yacuanquer,Nariño,2021,35,EDA,1,13000,7.69,281.7
52480,Nariño,Nariño,2021,35,IRA,1,22000,4.55,495.5
52480,Nariño,Nariño,2021,35,EDA,3,22000,13.64,419.6
52001,Pasto,Nariño,2021,36,IRA,27,450000,6.0,249.0
52001,Pasto,Nariño,2021,36,EDA,105,450000,23.33,547.9
52683,Sandoná,Nariño,2021,36,IRA,1,30000,3.33,347.3
52683,Sandoná,Nariño,2021,36,EDA,4,30000,13.33,475.6
52207,Consacá,Nariño,2021,36,IRA,0,14000,0.0,444.1
52207,Consacá,Nariño,2021,36,EDA,2,14000,14.29,527.0
52299,La Florida,Nariño,2021,36,IRA,0,18000,0.0,411.0
52299,La Florida,Nariño,2021,36,EDA,2,18000,11.11,154.8
52885,Yacuanquer,Nariño,2021,36,IRA,0,13000,0.0,538.9
52885,Yacuanquer,Nariño,2021,36,EDA,2,13000,15.38,462.7
52480,Nariño,Nariño,2021,36,IRA,1,22000,4.55,495.6
52480,Nariño,Nariño,2021,36,EDA,3,22000,13.64,438.6
52001,Pasto,Nariño,2021,37,IRA,15,450000,3.33,352.5
52001,Pasto,Nariño,2021,37,EDA,78,450000,17.33,399.6
52683,Sandoná,Nariño,2021,37,IRA,1,30000,3.33,399.0
52683,Sandoná,Nariño,2021,37,EDA,5,30000,16.67,345.0
52207,Consacá,Nariño,2021,37,IRA,0,14000,0.0,371.8
52207,Consacá,Nariño,2021,37,EDA,1,14000,7.14,362.4
52299,La Florida,Nariño,2021,37,IRA,0,18000,0.0,550.6
52299,La Florida,Nariño,2021,37,EDA,2,18000,11.11,481.6
52885,Yacuanquer,Nariño,2021,37,IRA,0,13000,0.0,478.7
52885,Yacuanquer,Nariño,2021,37,EDA,3,13000,23.08,185.0
52480,Nariño,Nariño,2021,37,IRA,0,22000,0.0,202.6
52480,Nariño,Nariño,2021,37,EDA,3,22000,13.64,361.2
52001,Pasto,Nariño,2021,38,IRA,33,450000,7.33,252.5
52001,Pasto,Nariño,2021,38,EDA,82,450000,18.22,297.0
52683,Sandoná,Nariño,2021,38,IRA,1,30000,3.33,377.7
52683,Sandoná,Nariño,2021,38,EDA,8,30000,26.67,235.1
52207,Consacá,Nariño,2021,38,IRA,0,14000,0.0,496.6
52207,Consacá,Nariño,2021,38,EDA,3,14000,21.43,501.0
52299,La Florida,Nariño,2021,38,IRA,1,18000,5.56,179.5
52299,La Florida,Nariño,2021,38,EDA,3,18000,16.67,372.5
52885,Yacuanquer,Nariño,2021,38,IRA,0,13000,0.0,144.1
52885,Yacuanquer,Nariño,2021,38,EDA,1,13000,7.69,350.3
52480,Nariño,Nariño,2021,38,IRA,1,22000,4.55,469.9
52480,Nariño,Nariño,2021,38,EDA,4,22000,18.18,500.9
52001,Pasto,Nariño,2021,39,IRA,20,450000,4.44,364.1
52001,Pasto,Nariño,2021,39,EDA,58,450000,12.89,230.2
52683,Sandoná,Nariño,2021,39,IRA,2,30000,6.67,516.0
52683,Sandoná,Nariño,2021,39,EDA,6,30000,20.0,160.6
52207,Consacá,Nariño,2021,39,IRA,0,14000,0.0,532.0
52207,Consacá,Nariño,2021,39,EDA,3,14000,21.43,379.0
52299,La Florida,Nariño,2021,39,IRA,0,18000,0.0,533.4
52299,La Florida,Nariño,2021,39,EDA,3,18000,16.67,547.2
52885,Yacuanquer,Nariño,2021,39,IRA,0,13000,0.0,458.8
52885,Yacuanquer,Nariño,2021,39,EDA,3,13000,23.08,309.2
52480,Nariño,Nariño,2021,39,IRA,0,22000,0.0,209.5
52480,Nariño,Nariño,2021,39,EDA,3,22000,13.64,493.6
52001,Pasto,Nariño,2021,40,IRA,31,450000,6.89,524.6
52001,Pasto,Nariño,2021,40,EDA,81,450000,18.0,464.5
52683,Sandoná,Nariño,2021,40,IRA,1,30000,3.33,563.8
52683,Sandoná,Nariño,2021,40,EDA,7,30000,23.33,355.8
52207,Consacá,Nariño,2021,40,IRA,1,14000,7.14,165.1
52207,Consacá,Nariño,2021,40,EDA,2,14000,14.29,499.9
52299,La Florida,Nariño,2021,40,IRA,1,18000,5.56,470.2
52299,La Florida,Nariño,2021,40,EDA,5,18000,27.78,311.4
52885,Yacuanquer,Nariño,2021,40,IRA,1,13000,7.69,154.8
52885,Yacuanquer,Nariño,2021,40,EDA,2,13000,15.38,565.6
52480,Nariño,Nariño,2021,40,IRA,1,22000,4.55,294.0
52480,Nariño,Nariño,2021,40,EDA,6,22000,27.27,326.4
52001,Pasto,Nariño,2021,41,IRA,46,450000,10.22,429.6
52001,Pasto,Nariño,2021,41,EDA,63,450000,14.0,411.5
52683,Sandoná,Nariño,2021,41,IRA,3,30000,10.0,452.3
52683,Sandoná,Nariño,2021,41,EDA,4,30000,13.33,210.7
52207,Consacá,Nariño,2021,41,IRA,1,14000,7.14,418.1
52207,Consacá,Nariño,2021,41,EDA,3,14000,21.43,281.0
52299,La Florida,Nariño,2021,41,IRA,1,18000,5.56,146.3
52299,La Florida,Nariño,2021,41,EDA,3,18000,16.67,299.7
52885,Yacuanquer,Nariño,2021,41,IRA,0,13000,0.0,201.4
52885,Yacuanquer,Nariño,2021,41,EDA,2,13000,15.38,338.1
52480,Nariño,Nariño,2021,41,IRA,2,22000,9.09,320.5
52480,Nariño,Nariño,2021,41,EDA,2,22000,9.09,297.1
52001,Pasto,Nariño,2021,42,IRA,32,450000,7.11,409.4
52001,Pasto,Nariño,2021,42,EDA,82,450000,18.22,315.9
52683,Sandoná,Nariño,2021,42,IRA,2,30000,6.67,317.0
52683,Sandoná,Nariño,2021,42,EDA,4,30000,13.33,542.7
52207,Consacá,Nariño,2021,42,IRA,1,14000,7.14,576.5
52207,Consacá,Nariño,2021,42,EDA,3,14000,21.43,221.1
52299,La Florida,Nariño,2021,42,IRA,1,18000,5.56,207.6
52299,La Florida,Nariño,2021,42,EDA,3,18000,16.67,363.3
52885,Yacuanquer,Nariño,2021,42,IRA,0,13000,0.0,337.6
52885,Yacuanquer,Nariño,2021,42,EDA,2,13000,15.38,359.4
52480,Nariño,Nariño,2021,42,IRA,1,22000,4.55,257.2
52480,Nariño,Nariño,2021,42,EDA,3,22000,13.64,421.3
52001,Pasto,Nariño,2021,43,IRA,60,450000,13.33,237.2
52001,Pasto,Nariño,2021,43,EDA,65,450000,14.44,286.2
52683,Sandoná,Nariño,2021,43,IRA,5,30000,16.67,298.5
52683,Sandoná,Nariño,2021,43,EDA,7,30000,23.33,510.2
52207,Consacá,Nariño,2021,43,IRA,1,14000,7.14,299.7
52207,Consacá,Nariño,2021,43,EDA,3,14000,21.43,535.0
52299,La Florida,Nariño,2021,43,IRA,3,18000,16.67,210.6
52299,La Florida,Nariño,2021,43,EDA,3,18000,16.67,574.4
52885,Yacuanquer,Nariño,2021,43,IRA,1,13000,7.69,290.4
52885,Yacuanquer,Nariño,2021,43,EDA,3,13000,23.08,584.0
52480,Nariño,Nariño,2021,43,IRA,2,22000,9.09,461.2
52480,Nariño,Nariño,2021,43,EDA,4,22000,18.18,407.8
52001,Pasto,Nariño,2021,44,IRA,51,450000,11.33,325.6
52001,Pasto,Nariño,2021,44,EDA,119,450000,26.44,333.4
52683,Sandoná,Nariño,2021,44,IRA,3,30000,10.0,411.8
52683,Sandoná,Nariño,2021,44,EDA,6,30000,20.0,403.5
52207,Consacá,Nariño,2021,44,IRA,2,14000,14.29,405.5
52207,Consacá,Nariño,2021,44,EDA,4,14000,28.57,364.9
52299,La Florida,Nariño,2021,44,IRA,3,18000,16.67,354.3
52299,La Florida,Nariño,2021,44,EDA,3,18000,16.67,471.0
52885,Yacuanquer,Nariño,2021,44,IRA,2,13000,15.38,518.2
52885,Yacuanquer,Nariño,2021,44,EDA,2,13000,15.38,382.2
52480,Nariño,Nariño,2021,44,IRA,3,22000,13.64,264.1
52480,Nariño,Nariño,2021,44,EDA,5,22000,22.73,481.3
52001,Pasto,Nariño,2021,45,IRA,92,450000,20.44,191.8
52001,Pasto,Nariño,2021,45,EDA,132,450000,29.33,382.6
52683,Sandoná,Nariño,2021,45,IRA,4,30000,13.33,395.5
52683,Sandoná,Nariño,2021,45,EDA,8,30000,26.67,482.7
52207,Consacá,Nariño,2021,45,IRA,2,14000,14.29,529.3
52207,Consacá,Nariño,2021,45,EDA,2,14000,14.29,578.6
52299,La Florida,Nariño,2021,45,IRA,3,18000,16.67,457.5
52299,La Florida,Nariño,2021,45,EDA,2,18000,11.11,519.1
52885,Yacuanquer,Nariño,2021,45,IRA,2,13000,15.38,324.1
52885,Yacuanquer,Nariño,2021,45,EDA,3,13000,23.08,177.8
52480,Nariño,Nariño,2021,45,IRA,5,22000,22.73,476.0
52480,Nariño,Nariño,2021,45,EDA,4,22000,18.18,511.4
52001,Pasto,Nariño,2021,46,IRA,117,450000,26.0,369.7
52001,Pasto,Nariño,2021,46,EDA,56,450000,12.44,286.6
52683,Sandoná,Nariño,2021,46,IRA,5,30000,16.67,412.5
52683,Sandoná,Nariño,2021,46,EDA,6,30000,20.0,439.8
