cod_divipola,municipio,semana_epidemiologica,anio,evento_estandar,nivel_riesgo_predicho,probabilidad
52299,La Florida,41,2021,EDA,medio,0.999
52885,Yacuanquer,41,2021,IRA,bajo,0.999
52885,Yacuanquer,41,2021,EDA,medio,0.999
52480,Nariño,41,2021,IRA,medio,0.999
52480,Nariño,41,2021,EDA,medio,0.999
52001,Pasto,42,2021,IRA,bajo,0.999
52001,Pasto,42,2021,EDA,medio,0.999
52683,Sandoná,42,2021,IRA,bajo,0.999
52683,Sandoná,42,2021,EDA,medio,0.999
52207,Consacá,42,2021,IRA,bajo,0.999
52207,Consacá,42,2021,EDA,alto,0.999
52299,La Florida,42,2021,IRA,bajo,0.999
52299,La Florida,42,2021,EDA,medio,0.999
52885,Yacuanquer,42,2021,IRA,bajo,0.999
52885,Yacuanquer,42,2021,EDA,medio,0.999
52480,Nariño,42,2021,IRA,bajo,0.999
52480,Nariño,42,2021,EDA,medio,0.999
52001,Pasto,43,2021,IRA,medio,0.999
52001,Pasto,43,2021,EDA,medio,0.999
52683,Sandoná,43,2021,IRA,medio,0.999
52683,Sandoná,43,2021,EDA,alto,0.998
52207,Consacá,43,2021,IRA,bajo,0.999
52207,Consacá,43,2021,EDA,alto,0.999
52299,La Florida,43,2021,IRA,medio,0.999
52299,La Florida,43,2021,EDA,medio,0.999
52885,Yacuanquer,43,2021,IRA,bajo,0.999
52885,Yacuanquer,43,2021,EDA,alto,0.999
52480,Nariño,43,2021,IRA,medio,0.999
52480,Nariño,43,2021,EDA,medio,0.999
52001,Pasto,44,2021,IRA,medio,0.999
52001,Pasto,44,2021,EDA,alto,0.998
52683,Sandoná,44,2021,IRA,medio,0.999
52683,Sandoná,44,2021,EDA,medio,0.999
52207,Consacá,44,2021,IRA,medio,0.999
52207,Consacá,44,2021,EDA,alto,0.999
52299,La Florida,44,2021,IRA,medio,0.999
52299,La Florida,44,2021,EDA,medio,0.999
52885,Yacuanquer,44,2021,IRA,medio,0.999
52885,Yacuanquer,44,2021,EDA,medio,0.999
52480,Nariño,44,2021,IRA,medio,0.999
52480,Nariño,44,2021,EDA,alto,0.998
52001,Pasto,45,2021,IRA,medio,0.999
52001,Pasto,45,2021,EDA,alto,0.998
52683,Sandoná,45,2021,IRA,medio,0.999
52683,Sandoná,45,2021,EDA,alto,0.998
52207,Consacá,45,2021,IRA,medio,0.999
52207,Consacá,45,2021,EDA,medio,0.999
52299,La Florida,45,2021,IRA,medio,0.999
52299,La Florida,45,2021,EDA,medio,0.999
52885,Yacuanquer,45,2021,IRA,medio,0.999
52885,Yacuanquer,45,2021,EDA,alto,0.999
52480,Nariño,45,2021,IRA,alto,0.998
52480,Nariño,45,2021,EDA,medio,0.999
52001,Pasto,46,2021,IRA,alto,0.998
52001,Pasto,46,2021,EDA,medio,0.999
52683,Sandoná,46,2021,IRA,medio,0.999
52683,Sandoná,46,2021,EDA,medio,0.999
52207,Consacá,46,2021,IRA,medio,0.999
52207,Consacá,46,2021,EDA,alto,0.999
52299,La Florida,46,2021,IRA,medio,0.999
52299,La Florida,46,2021,EDA,medio,0.999
52885,Yacuanquer,46,2021,IRA,medio,0.999
52885,Yacuanquer,46,2021,EDA,bajo,0.998
52480,Nariño,46,2021,IRA,medio,0.999
52480,Nariño,46,2021,EDA,medio,0.999
52001,Pasto,47,2021,IRA,alto,0.999
52001,Pasto,47,2021,EDA,medio,0.999
52683,Sandoná,47,2021,IRA,medio,0.999
52683,Sandoná,47,2021,EDA,alto,0.998
52207,Consacá,47,2021,IRA,alto,0.999
52207,Consacá,47,2021,EDA,alto,0.999
52299,La Florida,47,2021,IRA,alto,0.999
52299,La Florida,47,2021,EDA,medio,0.999
52885,Yacuanquer,47,2021,IRA,medio,0.999
52885,Yacuanquer,47,2021,EDA,medio,0.999
52480,Nariño,47,2021,IRA,medio,0.999
52480,Nariño,47,2021,EDA,medio,0.999
52001,Pasto,48,2021,IRA,alto,0.999
52001,Pasto,48,2021,EDA,alto,0.998
52683,Sandoná,48,2021,IRA,alto,0.999
52683,Sandoná,48,2021,EDA,alto,0.998
52207,Consacá,48,2021,IRA,medio,0.999
52207,Consacá,48,2021,EDA,alto,0.999
52299,La Florida,48,2021,IRA,medio,0.999
52299,La Florida,48,2021,EDA,medio,0.999
52885,Yacuanquer,48,2021,IRA,alto,0.999
52885,Yacuanquer,48,2021,EDA,medio,0.999
52480,Nariño,48,2021,IRA,alto,0.999
52480,Nariño,48,2021,EDA,alto,0.998
52001,Pasto,49,2021,IRA,alto,0.999
52001,Pasto,49,2021,EDA,medio,0.999
52683,Sandoná,49,2021,IRA,medio,0.999
52683,Sandoná,49,2021,EDA,medio,0.999
52207,Consacá,49,2021,IRA,medio,0.999
52207,Consacá,49,2021,EDA,medio,0.999
52299,La Florida,49,2021,IRA,medio,0.998
52299,La Florida,49,2021,EDA,medio,0.999
52885,Yacuanquer,49,2021,IRA,alto,0.999
52885,Yacuanquer,49,2021,EDA,alto,0.998
52480,Nariño,49,2021,IRA,alto,0.999
52480,Nariño,49,2021,EDA,medio,0.999
52001,Pasto,50,2021,IRA,medio,0.998
52001,Pasto,50,2021,EDA,medio,0.999
52683,Sandoná,50,2021,IRA,alto,0.999
52683,Sandoná,50,2021,EDA,medio,0.999
52207,Consacá,50,2021,IRA,alto,0.999
52207,Consacá,50,2021,EDA,alto,0.998
52299,La Florida,50,2021,IRA,medio,0.998
52299,La Florida,50,2021,EDA,alto,0.998
52885,Yacuanquer,50,2021,IRA,alto,0.999
52885,Yacuanquer,50,2021,EDA,bajo,0.998
52480,Nariño,50,2021,IRA,alto,0.999
52480,Nariño,50,2021,EDA,medio,0.999
52001,Pasto,51,2021,IRA,alto,0.999
52001,Pasto,51,2021,EDA,alto,0.998
52683,Sandoná,51,2021,IRA,alto,0.999
52683,Sandoná,51,2021,EDA,medio,0.999
52207,Consacá,51,2021,IRA,alto,0.999
52207,Consacá,51,2021,EDA,alto,0.998
52299,La Florida,51,2021,IRA,alto,0.999
52299,La Florida,51,2021,EDA,medio,0.999
52885,Yacuanquer,51,2021,IRA,alto,0.999
52885,Yacuanquer,51,2021,EDA,alto,0.998
52480,Nariño,51,2021,IRA,alto,0.999
52480,Nariño,51,2021,EDA,medio,0.999
52001,Pasto,52,2021,IRA,alto,0.999
52001,Pasto,52,2021,EDA,medio,0.999
52683,Sandoná,52,2021,IRA,alto,0.999
52683,Sandoná,52,2021,EDA,medio,0.999
52207,Consacá,52,2021,IRA,alto,0.999
52207,Consacá,52,2021,EDA,medio,0.999
52299,La Florida,52,2021,IRA,alto,0.999
52299,La Florida,52,2021,EDA,medio,0.999
52885,Yacuanquer,52,2021,IRA,alto,0.999
52885,Yacuanquer,52,2021,EDA,alto,0.998
52480,Nariño,52,2021,IRA,alto,0.999
52480,Nariño,52,2021,EDA,medio,0.999
52001,Pasto,1,2022,IRA,alto,1.0
52001,Pasto,1,2022,EDA,medio,0.999
52683,Sandoná,1,2022,IRA,alto,1.0
52683,Sandoná,1,2022,EDA,medio,1.0
52207,Consacá,1,2022,IRA,alto,1.0
52207,Consacá,1,2022,EDA,medio,0.999
52299,La Florida,1,2022,IRA,alto,1.0
52299,La Florida,1,2022,EDA,medio,0.999
52885,Yacuanquer,1,2022,IRA,alto,1.0
52885,Yacuanquer,1,2022,EDA,medio,0.999
52480,Nariño,1,2022,IRA,medio,0.996
52480,Nariño,1,2022,EDA,medio,0.999
52001,Pasto,2,2022,IRA,alto,1.0
52001,Pasto,2,2022,EDA,medio,1.0
52683,Sandoná,2,2022,IRA,alto,1.0
52683,Sandoná,2,2022,EDA,medio,1.0
52207,Consacá,2,2022,IRA,alto,1.0
52207,Consacá,2,2022,EDA,bajo,0.999
52299,La Florida,2,2022,IRA,alto,1.0
52299,La Florida,2,2022,EDA,medio,0.999
52885,Yacuanquer,2,2022,IRA,alto,1.0
52885,Yacuanquer,2,2022,EDA,medio,0.999
52480,Nariño,2,2022,IRA,alto,1.0
52480,Nariño,2,2022,EDA,medio,1.0
52001,Pasto,3,2022,IRA,alto,1.0
52001,Pasto,3,2022,EDA,medio,1.0
52683,Sandoná,3,2022,IRA,alto,1.0
52683,Sandoná,3,2022,EDA,medio,0.999
52207,Consacá,3,2022,IRA,alto,1.0
52207,Consacá,3,2022,EDA,bajo,0.999
52299,La Florida,3,2022,IRA,alto,1.0
52299,La Florida,3,2022,EDA,medio,0.999
52885,Yacuanquer,3,2022,IRA,alto,1.0
52885,Yacuanquer,3,2022,EDA,medio,0.999
52480,Nariño,3,2022,IRA,alto,1.0
52480,Nariño,3,2022,EDA,medio,0.999
52001,Pasto,4,2022,IRA,alto,1.0
52001,Pasto,4,2022,EDA,medio,0.999
52683,Sandoná,4,2022,IRA,alto,1.0
52683,Sandoná,4,2022,EDA,bajo,0.998
52207,Consacá,4,2022,IRA,alto,1.0
52207,Consacá,4,2022,EDA,bajo,0.999
52299,La Florida,4,2022,IRA,alto,1.0
52299,La Florida,4,2022,EDA,medio,0.999
52885,Yacuanquer,4,2022,IRA,alto,1.0
52885,Yacuanquer,4,2022,EDA,bajo,0.999
52480,Nariño,4,2022,IRA,alto,1.0
52480,Nariño,4,2022,EDA,medio,1.0
52001,Pasto,5,2022,IRA,alto,1.0
52001,Pasto,5,2022,EDA,medio,0.999
52683,Sandoná,5,2022,IRA,alto,1.0
52683,Sandoná,5,2022,EDA,medio,0.999
52207,Consacá,5,2022,IRA,alto,1.0
52207,Consacá,5,2022,EDA,bajo,0.999
52299,La Florida,5,2022,IRA,alto,1.0
52299,La Florida,5,2022,EDA,medio,0.999
52885,Yacuanquer,5,2022,IRA,alto,1.0
52885,Yacuanquer,5,2022,EDA,bajo,0.999
52480,Nariño,5,2022,IRA,alto,1.0
52480,Nariño,5,2022,EDA,medio,0.999
52001,Pasto,6,2022,IRA,alto,1.0
52001,Pasto,6,2022,EDA,bajo,0.999
52683,Sandoná,6,2022,IRA,alto,1.0
52683,Sandoná,6,2022,EDA,bajo,0.999
52207,Consacá,6,2022,IRA,alto,1.0
52207,Consacá,6,2022,EDA,medio,0.998
52299,La Florida,6,2022,IRA,alto,1.0
52299,La Florida,6,2022,EDA,medio,0.999
52885,Yacuanquer,6,2022,IRA,alto,1.0
52885,Yacuanquer,6,2022,EDA,bajo,0.999
52480,Nariño,6,2022,IRA,alto,1.0
52480,Nariño,6,2022,EDA,bajo,0.999
52001,Pasto,7,2022,IRA,alto,1.0
52001,Pasto,7,2022,EDA,medio,0.999
52683,Sandoná,7,2022,IRA,alto,1.0
52683,Sandoná,7,2022,EDA,bajo,0.999
52207,Consacá,7,2022,IRA,alto,1.0
52207,Consacá,7,2022,EDA,bajo,0.999
52299,La Florida,7,2022,IRA,alto,1.0
52299,La Florida,7,2022,EDA,bajo,0.999
52885,Yacuanquer,7,2022,IRA,alto,1.0
52885,Yacuanquer,7,2022,EDA,bajo,0.999
52480,Nariño,7,2022,IRA,alto,1.0
52480,Nariño,7,2022,EDA,medio,0.999
52001,Pasto,8,2022,IRA,alto,1.0
52001,Pasto,8,2022,EDA,bajo,0.999
52683,Sandoná,8,2022,IRA,alto,1.0
52683,Sandoná,8,2022,EDA,bajo,0.999
52207,Consacá,8,2022,IRA,alto,1.0
52207,Consacá,8,2022,EDA,bajo,0.999
52299,La Florida,8,2022,IRA,alto,1.0
52299,La Florida,8,2022,EDA,bajo,0.999
52885,Yacuanquer,8,2022,IRA,alto,1.0
52885,Yacuanquer,8,2022,EDA,bajo,0.999
52480,Nariño,8,2022,IRA,alto,1.0
52480,Nariño,8,2022,EDA,medio,0.999
52001,Pasto,9,2022,IRA,alto,1.0
52001,Pasto,9,2022,EDA,bajo,0.999
52683,Sandoná,9,2022,IRA,alto,1.0
52683,Sandoná,9,2022,EDA,bajo,0.999
52207,Consacá,9,2022,IRA,alto,1.0
52207,Consacá,9,2022,EDA,bajo,1.0
52299,La Florida,9,2022,IRA,alto,1.0
52299,La Florida,9,2022,EDA,bajo,0.999
52885,Yacuanquer,9,2022,IRA,alto,1.0
52885,Yacuanquer,9,2022,EDA,bajo,1.0
52480,Nariño,9,2022,IRA,alto,1.0
52480,Nariño,9,2022,EDA,bajo,0.999
52001,Pasto,10,2022,IRA,alto,1.0
52001,Pasto,10,2022,EDA,medio,0.998
52683,Sandoná,10,2022,IRA,alto,1.0
52683,Sandoná,10,2022,EDA,bajo,0.999
52207,Consacá,10,2022,IRA,alto,1.0
52207,Consacá,10,2022,EDA,bajo,1.0
52299,La Florida,10,2022,IRA,alto,1.0
52299,La Florida,10,2022,EDA,bajo,1.0
52885,Yacuanquer,10,2022,IRA,alto,1.0
52885,Yacuanquer,10,2022,EDA,bajo,1.0
52480,Nariño,10,2022,IRA,alto,1.0
52480,Nariño,10,2022,EDA,bajo,0.999
52001,Pasto,11,2022,IRA,alto,1.0
52001,Pasto,11,2022,EDA,bajo,0.999
52683,Sandoná,11,2022,IRA,alto,1.0
52683,Sandoná,11,2022,EDA,bajo,0.999
52207,Consacá,11,2022,IRA,alto,1.0
52207,Consacá,11,2022,EDA,bajo,1.0
52299,La Florida,11,2022,IRA,alto,1.0
52299,La Florida,11,2022,EDA,bajo,1.0
52885,Yacuanquer,11,2022,IRA,alto,1.0
52885,Yacuanquer,11,2022,EDA,bajo,1.0
52480,Nariño,11,2022,IRA,alto,1.0
52480,Nariño,11,2022,EDA,bajo,0.999
52001,Pasto,12,2022,IRA,alto,1.0
52001,Pasto,12,2022,EDA,bajo,1.0
52683,Sandoná,12,2022,IRA,alto,1.0
52683,Sandoná,12,2022,EDA,bajo,1.0
52207,Consacá,12,2022,IRA,alto,1.0
52207,Consacá,12,2022,EDA,bajo,1.0
52299,La Florida,12,2022,IRA,alto,1.0
52299,La Florida,12,2022,EDA,bajo,1.0
52885,Yacuanquer,12,2022,IRA,alto,1.0
52885,Yacuanquer,12,2022,EDA,bajo,1.0
52480,Nariño,12,2022,IRA,alto,1.0
52480,Nariño,12,2022,EDA,bajo,1.0
52001,Pasto,13,2022,IRA,alto,1.0
52001,Pasto,13,2022,EDA,bajo,1.0
52683,Sandoná,13,2022,IRA,alto,1.0
52683,Sandoná,13,2022,EDA,bajo,1.0
52207,Consacá,13,2022,IRA,alto,1.0
52207,Consacá,13,2022,EDA,bajo,1.0
52299,La Florida,13,2022,IRA,alto,1.0
52299,La Florida,13,2022,EDA,bajo,1.0
52885,Yacuanquer,13,2022,IRA,alto,1.0
52885,Yacuanquer,13,2022,EDA,bajo,1.0
52480,Nariño,13,2022,IRA,alto,1.0
52480,Nariño,13,2022,EDA,bajo,1.0
52001,Pasto,14,2022,IRA,alto,1.0
52001,Pasto,14,2022,EDA,bajo,1.0
52683,Sandoná,14,2022,IRA,alto,1.0
52683,Sandoná,14,2022,EDA,bajo,1.0
52207,Consacá,14,2022,IRA,alto,1.0
52207,Consacá,14,2022,EDA,bajo,1.0
52299,La Florida,14,2022,IRA,alto,1.0
52299,La Florida,14,2022,EDA,bajo,1.0
52885,Yacuanquer,14,2022,IRA,alto,1.0
52885,Yacuanquer,14,2022,EDA,bajo,1.0
52480,Nariño,14,2022,IRA,alto,1.0
52480,Nariño,14,2022,EDA,bajo,1.0
52001,Pasto,15,2022,IRA,alto,1.0
52001,Pasto,15,2022,EDA,bajo,1.0
52683,Sandoná,15,2022,IRA,alto,1.0
52683,Sandoná,15,2022,EDA,bajo,1.0
52207,Consacá,15,2022,IRA,alto,1.0
52207,Consacá,15,2022,EDA,bajo,1.0
52299,La Florida,15,2022,IRA,alto,1.0
52299,La Florida,15,2022,EDA,bajo,1.0
52885,Yacuanquer,15,2022,IRA,alto,1.0
52885,Yacuanquer,15,2022,EDA,bajo,1.0
52480,Nariño,15,2022,IRA,alto,1.0
52480,Nariño,15,2022,EDA,bajo,1.0
52001,Pasto,16,2022,IRA,alto,1.0
52001,Pasto,16,2022,EDA,bajo,1.0
52683,Sandoná,16,2022,IRA,alto,1.0
52683,Sandoná,16,2022,EDA,bajo,1.0
52207,Consacá,16,2022,IRA,alto,1.0
52207,Consacá,16,2022,EDA,bajo,1.0
52299,La Florida,16,2022,IRA,alto,1.0
52299,La Florida,16,2022,EDA,bajo,1.0
52885,Yacuanquer,16,2022,IRA,alto,1.0
52885,Yacuanquer,16,2022,EDA,bajo,1.0
52480,Nariño,16,2022,IRA,alto,1.0
52480,Nariño,16,2022,EDA,bajo,1.0
52001,Pasto,17,2022,IRA,alto,1.0
52001,Pasto,17,2022,EDA,bajo,1.0
52683,Sandoná,17,2022,IRA,alto,1.0
52683,Sandoná,17,2022,EDA,bajo,1.0
52207,Consacá,17,2022,IRA,alto,1.0
52207,Consacá,17,2022,EDA,bajo,1.0
52299,La Florida,17,2022,IRA,alto,1.0
52299,La Florida,17,2022,EDA,bajo,1.0
52885,Yacuanquer,17,2022,IRA,alto,1.0
52885,Yacuanquer,17,2022,EDA,bajo,1.0
52480,Nariño,17,2022,IRA,alto,1.0
52480,Nariño,17,2022,EDA,bajo,1.0
52001,Pasto,18,2022,IRA,alto,1.0
52001,Pasto,18,2022,EDA,bajo,1.0
52683,Sandoná,18,2022,IRA,alto,1.0
52683,Sandoná,18,2022,EDA,bajo,1.0
52207,Consacá,18,2022,IRA,alto,1.0
52207,Consacá,18,2022,EDA,bajo,1.0
52299,La Florida,18,2022,IRA,alto,1.0
52299,La Florida,18,2022,EDA,bajo,1.0
52885,Yacuanquer,18,2022,IRA,alto,1.0
52885,Yacuanquer,18,2022,EDA,bajo,1.0
52480,Nariño,18,2022,IRA,alto,1.0
52480,Nariño,18,2022,EDA,bajo,1.0
52001,Pasto,19,2022,IRA,alto,1.0
52001,Pasto,19,2022,EDA,bajo,1.0
52683,Sandoná,19,2022,IRA,medio,0.993
52683,Sandoná,19,2022,EDA,bajo,1.0
52207,Consacá,19,2022,IRA,alto,1.0
52207,Consacá,19,2022,EDA,bajo,1.0
52299,La Florida,19,2022,IRA,alto,1.0
52299,La Florida,19,2022,EDA,bajo,1.0
52885,Yacuanquer,19,2022,IRA,alto,1.0
52885,Yacuanquer,19,2022,EDA,bajo,1.0
52480,Nariño,19,2022,IRA,alto,1.0
52480,Nariño,19,2022,EDA,bajo,1.0
52001,Pasto,20,2022,IRA,alto,1.0
52001,Pasto,20,2022,EDA,bajo,0.999
52683,Sandoná,20,2022,IRA,alto,1.0
52683,Sandoná,20,2022,EDA,bajo,0.999
52207,Consacá,20,2022,IRA,alto,1.0
52207,Consacá,20,2022,EDA,bajo,1.0
52299,La Florida,20,2022,IRA,alto,1.0
52299,La Florida,20,2022,EDA,bajo,1.0
52885,Yacuanquer,20,2022,IRA,alto,1.0
52885,Yacuanquer,20,2022,EDA,bajo,1.0
52480,Nariño,20,2022,IRA,alto,1.0
52480,Nariño,20,2022,EDA,bajo,0.999
52001,Pasto,21,2022,IRA,alto,0.999
52001,Pasto,21,2022,EDA,bajo,0.999
52683,Sandoná,21,2022,IRA,medio,0.996
52683,Sandoná,21,2022,EDA,bajo,0.999
52207,Consacá,21,2022,IRA,alto,1.0
52207,Consacá,21,2022,EDA,bajo,1.0
52299,La Florida,21,2022,IRA,alto,1.0
52299,La Florida,21,2022,EDA,bajo,1.0
52885,Yacuanquer,21,2022,IRA,alto,1.0
52885,Yacuanquer,21,2022,EDA,bajo,1.0
52480,Nariño,21,2022,IRA,alto,1.0
52480,Nariño,21,2022,EDA,bajo,0.999
52001,Pasto,22,2022,IRA,alto,0.999
52001,Pasto,22,2022,EDA,bajo,0.999
52683,Sandoná,22,2022,IRA,medio,0.998
52683,Sandoná,22,2022,EDA,bajo,0.999
52207,Consacá,22,2022,IRA,alto,0.999
52207,Consacá,22,2022,EDA,bajo,1.0
52299,La Florida,22,2022,IRA,alto,0.999
52299,La Florida,22,2022,EDA,bajo,0.999
52885,Yacuanquer,22,2022,IRA,alto,0.999
52885,Yacuanquer,22,2022,EDA,bajo,1.0
52480,Nariño,22,2022,IRA,alto,0.999
52480,Nariño,22,2022,EDA,bajo,0.999
52001,Pasto,23,2022,IRA,medio,0.998
52001,Pasto,23,2022,EDA,bajo,0.999
52683,Sandoná,23,2022,IRA,alto,0.999
52683,Sandoná,23,2022,EDA,bajo,0.999
52207,Consacá,23,2022,IRA,medio,0.998
52207,Consacá,23,2022,EDA,bajo,1.0
52299,La Florida,23,2022,IRA,medio,0.998
52299,La Florida,23,2022,EDA,bajo,0.999
52885,Yacuanquer,23,2022,IRA,alto,0.999
52885,Yacuanquer,23,2022,EDA,bajo,1.0
52480,Nariño,23,2022,IRA,medio,0.998
52480,Nariño,23,2022,EDA,bajo,0.999
52001,Pasto,24,2022,IRA,medio,0.998
52001,Pasto,24,2022,EDA,medio,0.999
52683,Sandoná,24,2022,IRA,medio,0.999
52683,Sandoná,24,2022,EDA,bajo,0.999
52207,Consacá,24,2022,IRA,alto,0.999
52207,Consacá,24,2022,EDA,bajo,1.0
52299,La Florida,24,2022,IRA,medio,0.998
52299,La Florida,24,2022,EDA,bajo,0.999
52885,Yacuanquer,24,2022,IRA,alto,0.999
52885,Yacuanquer,24,2022,EDA,bajo,1.0
52480,Nariño,24,2022,IRA,alto,0.999
52480,Nariño,24,2022,EDA,bajo,0.999
52001,Pasto,25,2022,IRA,alto,0.999
52001,Pasto,25,2022,EDA,medio,0.999
52683,Sandoná,25,2022,IRA,medio,0.998
52683,Sandoná,25,2022,EDA,bajo,0.999
52207,Consacá,25,2022,IRA,alto,0.999
52207,Consacá,25,2022,EDA,bajo,1.0
52299,La Florida,25,2022,IRA,alto,0.999
52299,La Florida,25,2022,EDA,bajo,0.999
52885,Yacuanquer,25,2022,IRA,alto,0.999
52885,Yacuanquer,25,2022,EDA,bajo,1.0
52480,Nariño,25,2022,IRA,alto,0.999
52480,Nariño,25,2022,EDA,bajo,0.999
52001,Pasto,26,2022,IRA,medio,0.999
52001,Pasto,26,2022,EDA,medio,0.999
52683,Sandoná,26,2022,IRA,medio,0.999
52683,Sandoná,26,2022,EDA,medio,0.999
52207,Consacá,26,2022,IRA,medio,0.999
52207,Consacá,26,2022,EDA,bajo,1.0
52299,La Florida,26,2022,IRA,medio,0.999
52299,La Florida,26,2022,EDA,medio,0.999
52885,Yacuanquer,26,2022,IRA,medio,0.999
52885,Yacuanquer,26,2022,EDA,bajo,1.0
52480,Nariño,26,2022,IRA,medio,0.999
52480,Nariño,26,2022,EDA,medio,0.999
52001,Pasto,27,2022,IRA,medio,0.999
52001,Pasto,27,2022,EDA,medio,0.999
52683,Sandoná,27,2022,IRA,medio,0.999
52683,Sandoná,27,2022,EDA,bajo,0.999
52207,Consacá,27,2022,IRA,medio,0.999
52207,Consacá,27,2022,EDA,bajo,1.0
52299,La Florida,27,2022,IRA,medio,0.999
52299,La Florida,27,2022,EDA,bajo,0.999
52885,Yacuanquer,27,2022,IRA,bajo,0.999
52885,Yacuanquer,27,2022,EDA,bajo,1.0
52480,Nariño,27,2022,IRA,medio,0.999
52480,Nariño,27,2022,EDA,medio,0.999
52001,Pasto,28,2022,IRA,medio,0.999
52001,Pasto,28,2022,EDA,medio,0.999
52683,Sandoná,28,2022,IRA,medio,0.999
52683,Sandoná,28,2022,EDA,medio,0.999
52207,Consacá,28,2022,IRA,medio,0.999
52207,Consacá,28,2022,EDA,bajo,0.999
52299,La Florida,28,2022,IRA,bajo,0.999
52299,La Florida,28,2022,EDA,medio,0.999
52885,Yacuanquer,28,2022,IRA,medio,0.999
52885,Yacuanquer,28,2022,EDA,bajo,0.999
52480,Nariño,28,2022,IRA,medio,0.999
52480,Nariño,28,2022,EDA,medio,0.999
52001,Pasto,29,2022,IRA,medio,0.999
52001,Pasto,29,2022,EDA,bajo,0.999
52683,Sandoná,29,2022,IRA,medio,0.999
52683,Sandoná,29,2022,EDA,bajo,0.999
52207,Consacá,29,2022,IRA,medio,0.999
52207,Consacá,29,2022,EDA,bajo,0.999
52299,La Florida,29,2022,IRA,medio,0.999
52299,La Florida,29,2022,EDA,bajo,0.999
52885,Yacuanquer,29,2022,IRA,bajo,0.999
52885,Yacuanquer,29,2022,EDA,bajo,0.999
52480,Nariño,29,2022,IRA,medio,0.999
52480,Nariño,29,2022,EDA,bajo,0.999
52001,Pasto,30,2022,IRA,medio,0.999
52001,Pasto,30,2022,EDA,medio,0.999
52683,Sandoná,30,2022,IRA,bajo,0.999
52683,Sandoná,30,2022,EDA,medio,0.999
52207,Consacá,30,2022,IRA,bajo,1.0
52207,Consacá,30,2022,EDA,bajo,0.999
52299,La Florida,30,2022,IRA,bajo,0.999
52299,La Florida,30,2022,EDA,medio,0.999
52885,Yacuanquer,30,2022,IRA,bajo,1.0
52885,Yacuanquer,30,2022,EDA,bajo,0.999
52480,Nariño,30,2022,IRA,bajo,0.999
52480,Nariño,30,2022,EDA,medio,0.999
52001,Pasto,31,2022,IRA,medio,0.999
52001,Pasto,31,2022,EDA,medio,1.0
52683,Sandoná,31,2022,IRA,bajo,0.999
52683,Sandoná,31,2022,EDA,medio,1.0
52207,Consacá,31,2022,IRA,bajo,1.0
52207,Consacá,31,2022,EDA,medio,0.999
52299,La Florida,31,2022,IRA,medio,0.998
52299,La Florida,31,2022,EDA,medio,0.999
52885,Yacuanquer,31,2022,IRA,bajo,0.999
52885,Yacuanquer,31,2022,EDA,bajo,0.999
52480,Nariño,31,2022,IRA,medio,0.999
52480,Nariño,31,2022,EDA,medio,0.999
52001,Pasto,32,2022,IRA,medio,0.999
52001,Pasto,32,2022,EDA,medio,0.999
52683,Sandoná,32,2022,IRA,medio,0.999
52683,Sandoná,32,2022,EDA,medio,0.999
52207,Consacá,32,2022,IRA,bajo,1.0
52207,Consacá,32,2022,EDA,medio,0.999
52299,La Florida,32,2022,IRA,bajo,0.999
52299,La Florida,32,2022,EDA,medio,0.999
52885,Yacuanquer,32,2022,IRA,bajo,1.0
52885,Yacuanquer,32,2022,EDA,medio,0.999
52480,Nariño,32,2022,IRA,medio,0.998
52480,Nariño,32,2022,EDA,medio,1.0
52001,Pasto,33,2022,IRA,medio,0.998
52001,Pasto,33,2022,EDA,medio,1.0
52683,Sandoná,33,2022,IRA,bajo,0.999
52683,Sandoná,33,2022,EDA,medio,0.999
52207,Consacá,33,2022,IRA,bajo,1.0
52207,Consacá,33,2022,EDA,medio,0.999
52299,La Florida,33,2022,IRA,bajo,0.999
52299,La Florida,33,2022,EDA,medio,0.999
52885,Yacuanquer,33,2022,IRA,bajo,1.0
52885,Yacuanquer,33,2022,EDA,bajo,0.999
52480,Nariño,33,2022,IRA,bajo,0.999
52480,Nariño,33,2022,EDA,medio,0.999
52001,Pasto,34,2022,IRA,bajo,0.999
52001,Pasto,34,2022,EDA,medio,0.999
52683,Sandoná,34,2022,IRA,bajo,0.999
52683,Sandoná,34,2022,EDA,medio,0.999
52207,Consacá,34,2022,IRA,bajo,1.0
52207,Consacá,34,2022,EDA,bajo,0.999
52299,La Florida,34,2022,IRA,bajo,0.999
52299,La Florida,34,2022,EDA,medio,0.999
52885,Yacuanquer,34,2022,IRA,bajo,1.0
52885,Yacuanquer,34,2022,EDA,bajo,0.999
52480,Nariño,34,2022,IRA,bajo,0.999
52480,Nariño,34,2022,EDA,medio,0.999
52001,Pasto,35,2022,IRA,bajo,0.999
52001,Pasto,35,2022,EDA,medio,0.999
52683,Sandoná,35,2022,IRA,bajo,0.999
52683,Sandoná,35,2022,EDA,medio,0.999
52207,Consacá,35,2022,IRA,bajo,1.0
52207,Consacá,35,2022,EDA,medio,0.999
52299,La Florida,35,2022,IRA,bajo,0.999
52299,La Florida,35,2022,EDA,medio,0.999
52885,Yacuanquer,35,2022,IRA,bajo,1.0
52885,Yacuanquer,35,2022,EDA,bajo,0.999
52480,Nariño,35,2022,IRA,bajo,0.999
52480,Nariño,35,2022,EDA,medio,0.999
52001,Pasto,36,2022,IRA,bajo,0.999
